# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

WHM Name,WH Name,WH ID,Address,District,State,Capacity(in MT),Registration Date,Registration Valid Upto,Contact No.,Status,Remarks
M/S VIDHYAWATI SHEETGRAH PRIVATE LIMITED,M/S VIDHYAWATI SHEETGRAH PRIVATE LTD,7009442,"Village kailor,Madhogarh,",Jalaun,Uttar Pradesh,4904,13-Jan-2025,12-Jan-2030,7610699072,Active,
Mangalbhawan Infrastructure Pvt Ltd,Mangalbhawan Warehouse,7070642,"6th Km Milestone, Agra Road",Mainpuri,Uttar Pradesh,8000,11-Apr-2025,10-Apr-2030,9719284444,Active,
Markendey Enterprises,Markendey Enterprises,4579038,"Sawaiya Pattidari, post- Seruka,",Chandauli,Uttar Pradesh,5000,21-Aug-2026,21-Aug-2031,9889714000,Active,
MAYANK VARSHNEY,SHREE SAI KRIPA WAREHOUSE,6750699,"Village Mai, Budaun Road, Chandausi,",Moradabad,Uttar Pradesh,5452,30-Jun-2023,29-Jun-2028,9368446849,Inactive,INSUFFICIENT INSURANCE
Mohar singh Bhadauriya,Maya devi warehouse,6769954,"Sahabray ka pura, Pharaira",Agra,Uttar Pradesh,2255,08-Aug-2023,07-Aug-2028,9917330777,Inactive,INSUFFICIENT INSURANCE
Najiya Rehman,Bhanauli Warehouse,6932131,"Bhanauli warehouse Vill & post- Bhanauli,, Nawabganj,Distt-Barabanki",Bara Banki,Uttar Pradesh,5054,20-May-2024,19-May-2029,9935149824,Inactive,INSUFFICIENT INSURANCE
National Commodities Management Services Limited,NCML OWN WAREHOUSE,6912158,"SURVEY NO 372, 374 & 377 GH AND 415 VILLAGE RAMPUR, POST BHIMSEN TALUKA AND DISTRICT- KANPUR NAGAR UTTAR PRADESH PIN 209305",Kanpur Nagar,Uttar Pradesh,4023,11-Apr-2024,10-Oct-2028,8384071689,Active,
Orai Oil Chem Private Limited,Orai Oil Chem Private Limited,6877955,"D17, Industrial Area, Kalpi Road, Orai,",Jalaun,Uttar Pradesh,5000,05-Mar-2024,04-Mar-2029,8299871756,Inactive,INSUFFICIENT INSURANCE
PARMESHWARI PARMESHWARI,PARMESHWARI YADAV,7147689,"VILLAGE- PIPARIYA BANSHA,",Lalitpur,Uttar Pradesh,5200,08-Sep-2025,07-Sep-2030,9369095781,Inactive,INSUFFICIENT INSURANCE
PRADEEP AGARWAL,PRADEEP KUMAR AGARWAL WAREHOUSE,7081896,"KHASRA NO-27/2,VILLAGE-JAMUHI,PARGANA ,SHAHJAHANPUR,",Shahjahanpur,Uttar Pradesh,8046,29-Apr-2025,28-Apr-2030,7800200000,Inactive,INSUFFICIENT INSURANCE
Pratibha Asati,SHRI DHANUSHDHARI WAREHOUSING,6675722,"KHARSA NO 323 PACHORO ROAD, NH 39 MAURANIPUR JHANSI ROAD",Jhansi,Uttar Pradesh,5000,19-Jan-2023,18-Jan-2028,9839351540,Active,
PRIYANKA AGRAWAL,PRIYANKA AGRAWAL WAREHOUSE,7142821,"PD ROAD,FURSATGANJ,AMETHI,",Sultanpur,Uttar Pradesh,4270,03-Sep-2025,02-Sep-2030,8795416510,Inactive,INSUFFICIENT INSURANCE
R S P AGRO INDUSTRIES PRIVATE LTD,R S P Agro Industries Pvt Ltd,6963185,"Gata no. 56,57 Village rehapura Faridpur Bareilly 243503, Rehapura",Bareilly,Uttar Pradesh,8415,31-Jul-2024,30-Jul-2029,9897012300,Active,
R. K. COLD STORAGE AND ALLIED INDUSTRIES,RK COLD STORAGE AND ALLIED INDUSTRIES,7075591,"VILLAGE- JAGANNATHPUR, GUNNOUR, DISTRICT SAMBHAL",Moradabad,Uttar Pradesh,8774,23-Apr-2025,22-Apr-2030,9759008000,Active,
RADHEY SHYAM RADHEY SHYAM,RADHEY SHYAM WAREHOUSE,7152630,"VILLAGE- JABDI HARBANSHPUR, TALUKA- JAMUNAHA, DISST- SHRAWASTI",Shrawasti,Uttar Pradesh,1461,24-Sep-2025,23-Sep-2030,9984184345,Inactive,INSUFFICIENT INSURANCE
RAJENDRA SINGH,SBD Warehouse,7182330,"KHASRA NO-778,VILLAGE- MAUZA PURA,TEHSIL- GOVARDHAN,MATHURA,",Mathura,Uttar Pradesh,4883,23-Dec-2025,22-Dec-2030,9760583685,Active,
Rashmi Agarwal,Uttarakhand Pure Hitech Seeds,7131394,"Gata No. 645 Village Baraha Gutaiha Road,",Pilibhit,Uttar Pradesh,5126,18-Aug-2025,17-Aug-2030,9997018970,Inactive,INSUFFICIENT INSURANCE
RINKESH JAIN,RUPESH & COMPANY,7191240,"RUPESH & CO.,VILL- MADWARA,MEHRAUNI ROAD,LALITPUR- 284404,",Lalitpur,Uttar Pradesh,1926,21-Jan-2026,20-Jan-2031,9198407199,Active,
Rita Tiwari,Annapurna Traders & Warehousing,7007735,"Tehsil / Taluka Lalganj,",Mirzapur,Uttar Pradesh,13400,02-Jan-2025,01-Jul-2029,6387961984,Inactive,INSUFFICIENT INSURANCE
RITESH JAIN,RITESH TRADERS,7190341,"151/1 VILLAGE- KHIRIYA MISHRA,DIST- LALITPUR,",Lalitpur,Uttar Pradesh,3741,16-Jan-2026,15-Jan-2031,9415401876,Active,
Ruchi Khandelwal,Shri Ram Janki International,7118250,"Bithaura Kalan Puranpur Road,",Pilibhit,Uttar Pradesh,3368,23-Jul-2025,22-Jul-2030,9837500915,Active,
Ruma Agarwal,SR CHEMICALS,6715775,"Bhedpur,Pargana jamour, Tehsil Sadar",Shahjahanpur,Uttar Pradesh,6907,10-May-2023,09-May-2028,7080804012,Active,
Sai krishna cold storage LLP,Sai Krishna Cold Storage LLP,7011968,"Patel Nagar, Navabganj,",Prayagraj,Uttar Pradesh,11295,23-Jan-2025,22-Jan-2027,8318333407,Active,
SAROJ RAI,Saroj Rai Warehousing,6918999,"Khasra No-1141,1142,1143,1144,",Ghazipur,Uttar Pradesh,18698,23-Apr-2024,22-Oct-2028,6307089945,Inactive,INSUFFICIENT INSURANCE
saroj singh,S.S.Warehouse,6715411,"Bhadaiyan,",Sultanpur,Uttar Pradesh,5000,08-May-2023,07-May-2028,7905343320,Inactive,INSUFFICIENT INSURANCE
Sarvesh Kumari,BBB Warehouse,6571145,"near Mandi samiti Kasganj Amanpur road,",Kasganj,Uttar Pradesh,4454,27-Apr-2022,26-Apr-2027,9899246785,Inactive,INSUFFICIENT INSURANCE
Satya Mishra,Ram Krishna Trading Co.,7038060,"Ram Krishna Trading Co.,Khasra no- 2524,2526 Village-pure wakhil ahdhi,Gauriganj,",Sultanpur,Uttar Pradesh,5027,12-Mar-2025,11-Mar-2030,9918242372,Inactive,INSUFFICIENT INSURANCE
Saurabh Agarwal,SAURABH AGARWAL WAREHOUSE,7074602,"VILLAGE- CHAK BHITARA NEAR BANTARA,SITAPUR ROAD,SHAHJAHANPUR,",Shahjahanpur,Uttar Pradesh,8438,22-Apr-2025,21-Apr-2030,7080804012,Active,
SHAKUNTALA COLD STORAGE,SHAKUNTALA COLD STORAGE,7191158,"GATA NO- 205,VILLAGE- AMAULI KURMIYAN,TEHSIL- SIKANDRA,DISTT- KANPUR DEHAT-209301,",Kanpur Dehat,Uttar Pradesh,7299,21-Jan-2026,20-Jan-2031,9893072499,Active,
SHASHIDHAR MISHRA,SABYA SANCHI DRY WAREHOUSE,7156144,"BAHRAICH ROAD, RAJAPURA, DISTRICT- LAKHIMPUR KHERI",Kheri,Uttar Pradesh,1601,26-Sep-2025,25-Sep-2030,9415148929,Active,
SHASHIDHAR MISHRA,Sabya Sanchi Cold Storage,6543516,"Near Mandi, Bahraich Road",Kheri,Uttar Pradesh,12201,29-Nov-2021,28-Nov-2026,9415148929,Active,
SHIVA COLD STORAGE,Shiva Cold Storage,7013220,"LRP Road, Chhauchh, Lakhimpur Kheri, Uttar Pradesh,,",Kheri,Uttar Pradesh,12501,29-Jan-2025,28-Jan-2030,8299748744,Active,
Shivangi Agarwal,M/S SHANTI PRABHAT ICE & COLD STORAGE,6869226,"Village-NABIKOTA NANDAN,LUCKNOW SITAPUR ROAD, GATA NO-37,50,65S &66 BAKSHI KA TALAB",Lucknow,Uttar Pradesh,5675,22-Feb-2024,21-Nov-2028,9648876000,Inactive,INSUFFICIENT INSURANCE
SHIVANI DEVI,RK Agro Products,7111321,"Village : Sabalpur Khas,, Tehsil : Puranpur,",Pilibhit,Uttar Pradesh,1685,09-Jul-2025,08-Jul-2030,7906338255,Active,
SHRI ANANDESWARA COLD STORAGE PVT LTD,Shri Anandeshwara cold storage private ltd,6715502,"ARAZI NO-568 Tiwaripur Salempur,Tehsil-Narwal,",Kanpur Nagar,Uttar Pradesh,6967,08-May-2023,07-May-2028,9336837769,Active,
SHRI BANKEY BIHARI SHEETGRAH PVT LTD,SHRI BANKEY BIHARI SHEETGRAH PVT LTD,4577138,"Khasra No 13, Mauza Gangaura, VILLAGE-Mauza Gangaura, Tehsil Fatehabad, Agra, UP",Agra,Uttar Pradesh,6406,04-Aug-2026,04-Aug-2031,9897897114,Active,
Shri Gupti Sagar Cold Storage,Shri Gupti Sagar Cold Storage,6709562,"Muzaffar nagar Road,",Muzaffarnagar,Uttar Pradesh,2003,17-Apr-2023,16-Apr-2028,9997313309,Active,
SHRIVIDHYASAGAR WAREHOUSE LLP,SHRIVIDHYASAGAR WAREHOUSE LLP,6989198,"Near Amarpur Naveen Galla Mandi, Jhansi Highway Road, Gram Ronda,Lalitpur,",Lalitpur,Uttar Pradesh,11957,28-Oct-2024,27-Oct-2029,7376999901,Active,
Singh Vrat Yadav,"M/S Singhvrat Yadav, PEG Dagarwaha I",7105299,"Vill-Dagarwaha, Raksa",Jhansi,Uttar Pradesh,15000,23-Jun-2025,22-Dec-2026,7007076801,Inactive,INSUFFICIENT INSURANCE
SR FOOD CHAIN,SR FOOD CHAIN,6671945,"Vill-Chackbhitara near bantara,sitapur road,",Shahjahanpur,Uttar Pradesh,11281,11-Jan-2023,10-Jan-2028,7080804016,Active,
STEINWEG-SHARAF INDIA PRIVATE LIMITED,Steinweg Sharaf India Pvt Ltd C/O Gupta Suppliers Company Warehouse,6584106,"Khasra No. 137 Village Badagaon, Teshsil Nawabaganj Barabanki",Bara Banki,Uttar Pradesh,1406,29-May-2022,28-May-2027,9909040127,Active,
SUBHASH REFRIGERATION INDIA PVT LTD,SUBHASH REFRIGERATION INDIA PVT LTD,4558556,"ARAZI NO-2755,GRAM-SARSAUL,TEHSIL& DISTT- KANPUR NAGAR,",Kanpur Nagar,Uttar Pradesh,5000,27-Feb-2026,27-Feb-2031,7897200008,Active,
Sumit Gupta,Sumit Gupta,7167398,"Bitouni Khutar Road Powayan,",Shahjahanpur,Uttar Pradesh,2600,31-Oct-2025,30-Apr-2030,8860686953,Inactive,INSUFFICIENT INSURANCE
Sumit Singhal,SUMIT SINGHAL WAREHOUSE,7011422,"GATA NO-39M,VILLAGE-DAULATPUR KARENA,BHUTA,BAREILLY-243126,",Bareilly,Uttar Pradesh,560,23-Jan-2025,22-Jan-2030,9756602704,Active,
SUNAINA DEVI,AKASH WAREHOUSE,7150295,"ARAZI NO-309,MAUZA- BASOHNI,PARGANA-KADA, TEHSIL- SIRATHU,KAUSHAMBI,",Kaushambi,Uttar Pradesh,1878,16-Sep-2025,15-Sep-2030,9125900554,Inactive,INSUFFICIENT INSURANCE
SUYASH MISHRA,NATURAL FOODS COLD STORAGE,7123110,"VILLAGE JANUWA, MAHMOODABAD ROAD, BISWAN-SITAPUR, TEHSIL- BISWAN",Sitapur,Uttar Pradesh,4986,04-Aug-2025,03-Aug-2030,6394848044,Active,
SUYASH MISHRA,SHRI SANWARIYA SETH INDUSTRIES,7162175,"VILLAGE- UMARIYA PARGANA, TEHSIL- MITAULI, DISTRICT- LAKHIMPUR",Kheri,Uttar Pradesh,1518,10-Oct-2025,09-Oct-2030,6394848044,Active,
SVC INDUSTRIES LIMITED,SVC Warehouse,6541445,"SVC Industries Limited,1, BARSANA ROAD,,",Mathura,Uttar Pradesh,1308,16-Nov-2021,15-Nov-2026,9758674589,Inactive,INSUFFICIENT INSURANCE
SWASTIK WAREHOUSE,SWASTIK WAREHOUSE,4557738,"INDUSTRIAL AREA CHANDERA,LALITPUR,",Lalitpur,Uttar Pradesh,4272,17-Feb-2026,17-Feb-2031,9452225982,Active,
Techno Power Enterprises Private Limited,TECHNO POWER ENTERPRISES PRIVATE LIMITED PEG GODOWN,7129778,"Village - Marui, P.O. & P.S. - Saiyadraja,",Chandauli,Uttar Pradesh,25000,12-Aug-2025,11-Aug-2030,9051288974,Active,
UDAYVEER SINGH,UDAY WAREHOUSE,7085582,"VILLAGE-NISAI,POST-GASINGPUR NISAI,",Farrukhabad,Uttar Pradesh,15106,07-May-2025,06-May-2030,9719435357,Inactive,INSUFFICIENT INSURANCE
Unnao Ice and Cold Storage,Unnao Ice and Cold Storage,6922595,"Gram Post Banthar,Near UPSIDC Industrial Area,Unnao,",Unnao,Uttar Pradesh,5462,26-Apr-2024,25-Apr-2029,9415045688,Inactive,INSUFFICIENT INSURANCE
UP. COOPERATIVE FEDERATION LIMITED,MOTIGANJ GODAM GONDA,6957245,"MOTIGANJ, MANKAPUR",Gonda,Uttar Pradesh,1800,11-Jul-2024,10-Jan-2029,8765984216,Inactive,INSUFFICIENT INSURANCE
UP. COOPERATIVE FEDERATION LIMITED,Pcf Mujaffarnagar Begrajpur khautauli,6958862,"BEGRAJPUR,",Muzaffarnagar,Uttar Pradesh,6000,15-Jul-2024,14-Jan-2029,8765984216,Inactive,INSUFFICIENT INSURANCE
UP. COOPERATIVE FEDERATION LIMITED,PCF ORAI BUFFER GODOWN KONCH,6957872,"MANDI PARISAR KONCH, KONCH",Jalaun,Uttar Pradesh,1800,12-Jul-2024,11-Jan-2029,8765984216,Inactive,INSUFFICIENT INSURANCE
UP. COOPERATIVE FEDERATION LIMITED,"PCF LALITPUR, BIGHAKHET",7038870,"NEAR BIGHAKHET TOLL PLAZA, LALITPUR",Lalitpur,Uttar Pradesh,18000,13-Mar-2025,12-Sep-2026,8765984216,Inactive,INSUFFICIENT INSURANCE
UP. COOPERATIVE FEDERATION LIMITED,TILAURA PAALI,6962468,"GORAKHPUR,",Gorakhpur,Uttar Pradesh,600,29-Jul-2024,28-Jan-2029,8765984216,Inactive,INSUFFICIENT INSURANCE
Uttar Pradesh State Warehousing Corporation,U.P. STATE WAREHOUSE VISHIST MANDI BHOJLA,6590228,"U.P. STATE WAREHOUSE VISHIST MANDI BHOJLA,",Jhansi,Uttar Pradesh,5000,01-Jun-2022,31-May-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP STATE WAREHOUSE PANKI INDUSTRIAL AREA,6697148,"SITE-2 KANPUR NAGAR UTTAR PRADESH,",Kanpur Nagar,Uttar Pradesh,55150,20-Mar-2023,19-Mar-2028,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,SWC Moth,6652507,"Galla Mandi Moth,",Jhansi,Uttar Pradesh,5000,21-Nov-2022,20-Nov-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,"SWC Vishist Mandi Supa, Mahoba",6672844,"Vishist Mandi Supa, Mahoba,",Mahoba,Uttar Pradesh,15000,16-Jan-2023,15-Jan-2028,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,swc thakurdura,6558902,"swc thakurdura, swc thakurdwara near shiv hari girls inter colleg",Moradabad,Uttar Pradesh,8906,23-Feb-2022,22-Feb-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,swc sambhal,6539373,"mandi samiti sambhal, mandi samiti  hasanpur road sambhal",Moradabad,Uttar Pradesh,11340,30-Oct-2021,29-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,SWC IA MORADABAD,6534606,"SWC IA MORADABAD, SWC IA MORADABAD",Moradabad,Uttar Pradesh,90555,29-Sep-2021,28-Sep-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,mandi samiti bilaspur,6567275,"mandi samiti bilaspur, mandi samiti bilaspur",Rampur,Uttar Pradesh,5000,30-Mar-2022,29-Mar-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,swc bilaspur,6550446,"swc bilaspur, swc bilaspur",Rampur,Uttar Pradesh,30428,19-Jan-2022,18-Jan-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,swc gajraula,6547566,"INDUSTRIAL AREA SWC GAJRAULA, swc gajraula",Amroha,Uttar Pradesh,61576,24-Dec-2021,23-Dec-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC BHARTHANA,6546667,"PADIYAPURA, BHARTHANA,",Etawah,Uttar Pradesh,11450,20-Dec-2021,19-Dec-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,U.P. state ware house rampur maniharan,6572044,"up state warehous corporation  naveen mandi sthal, devband road rampur maniharan",Saharanpur,Uttar Pradesh,4480,29-Apr-2022,28-Apr-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Naveen Mandi Moradabad,6550354,"Mandi Samiti, Majhola",Moradabad,Uttar Pradesh,15250,19-Jan-2022,18-Jan-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,upswc i.a.old parsakhera,6538029,"i.a.old unit, kissan floor mill ke samne, road no 1, parsakhera,",Bareilly,Uttar Pradesh,16720,27-Oct-2021,26-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC Rampura Banda Road,6538110,"Banda Road Puranpur,",Pilibhit,Uttar Pradesh,33850,27-Oct-2021,26-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC MANDI PURANPUR,6539829,"MADHOTANDA ROAD MANDI PURANPUR PILIBHIT,",Pilibhit,Uttar Pradesh,3000,02-Nov-2021,01-Nov-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC JAMAUR-B,6541890,"NEAR INDANE GAS BOTTLING KANT JALALABAD ROAD VILLAGE JAMAUR SHAHJAHANPUR,",Shahjahanpur,Uttar Pradesh,45684,17-Nov-2021,16-Nov-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,MAINPURI KARHAL ROAD,6539738,"POST NAGLA JULA NEAR ITI KARHAL ROAD MAINPURI,",Mainpuri,Uttar Pradesh,47250,01-Nov-2021,31-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Bhansaria Lakhimpur,6567184,"UP State warehousing Corporation,",Kheri,Uttar Pradesh,17920,30-Mar-2022,29-Mar-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,swc Industrial area lakhimpur,6572671,"Behind Akshwani Kendra, Industrial area goal road chauch lakhimpur",Kheri,Uttar Pradesh,83378,29-Apr-2022,28-Apr-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,SWC PEG RAMKOT,6536494,"UPSWC,",Sitapur,Uttar Pradesh,10000,07-Oct-2021,06-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC KHIMSEPUR,6544324,"DHEERPUR CHURAHA, KHIMSEPUR,",Farrukhabad,Uttar Pradesh,34500,03-Dec-2021,02-Dec-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP STATE WAREHOUSING CORPORATION STATE WAREHOUSE MANDI SAMITI RUDHAULI,6542252,"MANDI SAMITI RUDHAULI,",Basti,Uttar Pradesh,5000,18-Nov-2021,17-Nov-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP State Warehouse IA Gorakhpur (GIDA),6540819,"GIDA Sector 22,",Gorakhpur,Uttar Pradesh,30240,10-Nov-2021,09-Nov-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP STATE WAREHOUSING CORPORATION PEG JUNGLE JOGIYABARI,6588156,"UP STATE WAREHOUSING CORPORATION PEG JUNGLE JOGIYABARI ANANDNAGAR, POST GOPALPUR SHAH",Mahrajganj,Uttar Pradesh,10000,31-May-2022,30-May-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP State Warehouse Pattan Dhoos,6543334,"Pipraicha Pattan Dhoos Kushinagar,",Kushinagar,Uttar Pradesh,24360,25-Nov-2021,24-Nov-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP STATE WAREHOUSING CORPORATION RAGHWAPUR DEORIA,6544779,"UP STATE WAREHOUSING CORPORATION RAGHWAPUR DEORIA KASIYA ROAD,",Deoria,Uttar Pradesh,12180,06-Dec-2021,05-Dec-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP STATE WAREHOUSING CORPORATION IA DEORIA (USRA BAZAR),6536585,"PARSAJUNGLE P.O. TIWAI USRA BAZAR DEORIA,",Deoria,Uttar Pradesh,30240,08-Oct-2021,07-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC NIDHAULIKALAN,6535413,"JAWAHARPUR NIDHAULIKALAN ROAD ETAH,",Etah,Uttar Pradesh,10000,30-Sep-2021,29-Sep-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC ETAH,6535686,"SAITHARI G.T.ROAD ETAH,",Etah,Uttar Pradesh,64940,04-Oct-2021,03-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,SITAPUR MANDI,6566822,"UPSWC,",Sitapur,Uttar Pradesh,14840,30-Mar-2022,29-Mar-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,MALIHAMAU,6566913,"UPSWC,",Hardoi,Uttar Pradesh,10080,30-Mar-2022,29-Mar-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,bangarmau,6572762,"unnao hardoi road,",Unnao,Uttar Pradesh,8730,29-Apr-2022,28-Apr-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,SANDEELA,6587794,"UPSWC,",Hardoi,Uttar Pradesh,20020,31-May-2022,30-May-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,"Uttar Pradesh State Warehousing Corporation, Warehouse Pahasu",6538656,"Khurja Road Pahasu,",Bulandshahr,Uttar Pradesh,6722,27-Oct-2021,26-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Uttar Pradesh state warehousing corporation Warehouse Bulandsehar,6537849,"Naveen Fal evam Sabji Mandi, Krishi Utpadan Mandi, Anoopsehar Road",Bulandshahr,Uttar Pradesh,17020,27-Oct-2021,26-Oct-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC BISALPUR MANDI SAMITI,6546576,"KRISHI UTPADAN MANDI SAMITI ,MANDI BISALPUR,",Pilibhit,Uttar Pradesh,5000,20-Dec-2021,19-Dec-2026,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UPSWC DEOKATHIA GHAZIPUR,6548283,"DEOKATHIA,",Ghazipur,Uttar Pradesh,7000,03-Jan-2022,02-Jan-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,U.P.STATE WAREHOUSE SULTANPUR,6614614,"NAVEEN MANDI STHAL GORABARIK AMAHAT, SULTANPUR, NAVEEN MANDI STHAL GORABARIK AMAHAT, SULTANPUR",Sultanpur,Uttar Pradesh,5720,13-Aug-2022,12-Aug-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,U.P.STATE WAREHOUSE MIHIPURWA,6599229,"KRISHI UTPADAN MANDI SAMITI MIHIPURWA, BAHRAICH, KRISHI UTPADAN MANDI SAMITI MIHIPURWA, BAHRAICH",Bahraich,Uttar Pradesh,5000,01-Jul-2022,30-Jun-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,U.P. STATE WAREHOUSING CORPORATION RISIYA,6598684,"U.P. STATE WAREHOUSING CORPORATION RISIYA, Naveen Gall Mandi Badgaon Risiya",Bahraich,Uttar Pradesh,5000,30-Jun-2022,29-Jun-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,U.P. STATE WAREHOUSE BALRAMPUR,6595086,"VILLAGE KHUTEHNA, POST BHIKHPUR PASCHIMI, BALRAMPUR, VILLAGE KHUTEHNA, POST BHIKHPUR PASCHIMI, BALRAMPUR",Balrampur,Uttar Pradesh,5000,13-Jun-2022,12-Jun-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,U.P.S.W.C. P.E.G. KATRA,6599138,"VILLAGE UMARIYA, POST- Shivdayalganj Katra",Gonda,Uttar Pradesh,10000,01-Jul-2022,30-Jun-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,PEG RASRA  BALLIA,6672398,"KRISHI UTPADAN MANDI SAMITI, RASRA",Ballia,Uttar Pradesh,5000,12-Jan-2023,11-Jan-2028,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Kirtapur Jaunpur,6616148,"U.P. State Warehousing Corporation Kirtapur,",Jaunpur,Uttar Pradesh,9540,16-Aug-2022,15-Aug-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Chitbaragaon Ballia,6655112,"U.P. State Warehousing  Corporation Chitaragaon Krishi Utpadan Mandi Samiti,",Ballia,Uttar Pradesh,9750,30-Nov-2022,29-Nov-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,WAREHOUSE MANDI SAMITI AHRAURA,6653133,"U.P.SWC MANDI SAMITI AHRAURA, MIRZAPUR",Mirzapur,Uttar Pradesh,5040,23-Nov-2022,22-Nov-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,SWC MANDI SAMITI GOPIGANJ,6655658,"SWC, MANDI SAMITI, GOPIGANJ, BHADOHI",Bhadohi,Uttar Pradesh,5040,30-Nov-2022,29-Nov-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,WAREHOUSE TENDU SONBHADRA,6641526,"VILLAGE CHANDULI, POST TENDU, ROBERTASGANJ, SONBHADRA",Sonbhadra,Uttar Pradesh,18792,15-Oct-2022,14-Oct-2027,6390003151,Inactive,EFFECTIVE CONTROL VALIDITY EXPIRED
Uttar Pradesh State Warehousing Corporation,SWC Kaiserganj,6593917,"State Warehouse Kaiserganj,",Bahraich,Uttar Pradesh,8200,13-Jun-2022,12-Jun-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP STATE WAREHOUSE MANDI SAMITI PARATAWAL,6598056,"MANDI SAMITI PARATAWAL,",Mahrajganj,Uttar Pradesh,5000,28-Jun-2022,27-Jun-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,UP State State Ware House PEG Arjunha Kushinagar,6599765,"UP State State Ware House PEG Arjunha Kushinagar Dommar Bhar,",Kushinagar,Uttar Pradesh,90000,06-Jul-2022,05-Jul-2027,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Naveen Mandi Meerut,6767073,"Naveen Mandi Parisar, Delhi Road",Meerut,Uttar Pradesh,13460,31-Jul-2023,30-Jul-2028,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Vishist Mandi Channi,7002157,"Dhanpura, Chhani,",Hamirpur,Uttar Pradesh,10000,11-Dec-2024,10-Dec-2029,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,Mandi Samiti Bhojla,7056872,"Vill-Bhojla,",Jhansi,Uttar Pradesh,5000,28-Mar-2025,27-Mar-2030,6390003151,Active,
Uttar Pradesh State Warehousing Corporation,PEG BASANTPUR,6642243,"TENDAWA BASANTPUR, NEAR BUDDHA RESORT LKO ROAD",Bahraich,Uttar Pradesh,80000,17-Oct-2022,16-Oct-2027,6390003151,Inactive,EFFECTIVE CONTROL VALIDITY EXPIRED
Uttar Pradesh State Warehousing Corporation,UPSWC ATRAULI,6534697,"NEW MANDI SAMITI ATRAULI,",Aligarh,Uttar Pradesh,7610,29-Sep-2021,28-Sep-2026,6390003151,Active,
